Step,Layer,Head,Sparsity
1,21,26,0.1276
1,21,27,0.3582
1,21,28,0.1828
1,21,29,0.0865
1,21,30,0.0922
1,21,31,0.1717
1,21,32,0.5416
1,21,33,0.1777
1,21,34,0.112
1,21,35,0.2337
1,21,36,0.3204
1,21,37,0.4898
1,21,38,0.3356
1,21,39,0.0865
1,22,0,0.5275
1,22,1,0.076
1,22,2,0.5936
1,22,3,0.1414
1,22,4,0.7147
1,22,5,0.697
1,22,6,0.0102
1,22,7,0.1172
1,22,8,0.1593
1,22,9,0.7142
1,22,10,0.3809
1,22,11,0.2633
1,22,12,0.2805
1,22,13,0.6345
1,22,14,0.1438
1,22,15,0.3027
1,22,16,0.8184
1,22,17,0.3254
1,22,18,0.277
1,22,19,0.0081
1,22,20,0.0336
1,22,21,0.1128
1,22,22,0.0155
1,22,23,0.0104
1,22,24,0.2567
1,22,25,0.6925
1,22,26,0.6642
1,22,27,0.487
1,22,28,0.0304
1,22,29,0.1481
1,22,30,0.0083
1,22,31,0.0712
1,22,32,0.1107
1,22,33,0.6944
1,22,34,0.114
1,22,35,0.7359
1,22,36,0.1643
1,22,37,0.0419
1,22,38,0.1957
1,22,39,0.409
1,23,0,0.633
1,23,1,0.5539
1,23,2,0.2024
1,23,3,0.2583
1,23,4,0.1682
1,23,5,0.3422
1,23,6,0.2933
1,23,7,0.2856
1,23,8,0.6789
1,23,9,0.5871
1,23,10,0.1153
1,23,11,0.4487
1,23,12,0.0654
1,23,13,0.1467
1,23,14,0.2562
1,23,15,0.4155
1,23,16,0.5478
1,23,17,0.3938
1,23,18,0.2968
1,23,19,0.0968
1,23,20,0.3456
1,23,21,0.1819
1,23,22,0.081
1,23,23,0.1658
1,23,24,0.3106
1,23,25,0.0828
1,23,26,0.1729
1,23,27,0.05
1,23,28,0.3871
1,23,29,0.3035
1,23,30,0.0953
1,23,31,0.7095
1,23,32,0.3057
1,23,33,0.1712
1,23,34,0.1005
1,23,35,0.1249
1,23,36,0.2403
1,23,37,0.4053
1,23,38,0.0741
1,23,39,0.0902
1,24,0,0.2349
1,24,1,0.3582
1,24,2,0.1349
1,24,3,0.5748
1,24,4,0.3287
1,24,5,0.3853
1,24,6,0.1282
1,24,7,0.2237
1,24,8,0.2394
1,24,9,0.1717
