Step,Layer,Head,Sparsity
3,19,7,0.1234
3,19,8,0.8042
3,19,9,0.1055
3,19,10,0.5359
3,19,11,0.023
3,20,0,0.1557
3,20,1,0.0081
3,20,2,0.1336
3,20,3,0.0138
3,20,4,0.135
3,20,5,0.0056
3,20,6,0.2135
3,20,7,0.0249
3,20,8,0.0054
3,20,9,0.4152
3,20,10,0.1707
3,20,11,0.0163
3,21,0,0.2968
3,21,1,0.0543
3,21,2,0.0751
3,21,3,0.0147
3,21,4,0.1589
3,21,5,0.7874
3,21,6,0.3246
3,21,7,0.0513
3,21,8,0.0183
3,21,9,0.0253
3,21,10,0.0096
3,21,11,0.1262
3,22,0,0.2949
3,22,1,0.0665
3,22,2,0.5557
3,22,3,0.0903
3,22,4,0.1853
3,22,5,0.0891
3,22,6,0.2276
3,22,7,0.5775
3,22,8,0.0801
3,22,9,0.6478
3,22,10,0.2206
3,22,11,0.3641
3,23,0,0.4422
3,23,1,0.0103
3,23,2,0.77
3,23,3,0.071
3,23,4,0.1456
3,23,5,0.336
3,23,6,0.1451
3,23,7,0.2869
3,23,8,0.3971
3,23,9,0.0741
3,23,10,0.0028
3,23,11,0.0865
3,24,0,0.01
3,24,1,0.025
3,24,2,0.1016
3,24,3,0.5195
3,24,4,0.7449
3,24,5,0.2561
3,24,6,0.0256
3,24,7,0.1321
3,24,8,0.0463
3,24,9,0.2009
3,24,10,0.1433
3,24,11,0.0864
3,25,0,0.2891
3,25,1,0.0627
3,25,2,0.1098
3,25,3,0.1652
3,25,4,0.2626
3,25,5,0.5844
3,25,6,0.4717
3,25,7,0.1293
3,25,8,0.16
3,25,9,0.2413
3,25,10,0.3693
3,25,11,0.1144
3,26,0,0.6271
3,26,1,0.0806
3,26,2,0.0922
3,26,3,0.729
3,26,4,0.2463
3,26,5,0.5567
3,26,6,0.0642
3,26,7,0.599
3,26,8,0.0067
3,26,9,0.1337
3,26,10,0.0037
3,26,11,0.2804
3,27,0,0.4692
3,27,1,0.225
3,27,2,0.0014
3,27,3,0.0345
3,27,4,0.853
3,27,5,0.6969
3,27,6,0.0085
3,27,7,0.003
3,27,8,0.1988
3,27,9,0.0063
3,27,10,0.0738
3,27,11,0.0047
3,28,0,0.0003
3,28,1,0.0004
3,28,2,0.0271
3,28,3,0.84
3,28,4,0.6282
3,28,5,0.3681
3,28,6,0.0053
3,28,7,0.6578
3,28,8,0.0006
3,28,9,0.0096
3,28,10,0.2378
3,28,11,0.0004
3,29,0,0.0011
3,29,1,0.7597
3,29,2,0.008
3,29,3,0.3349
3,29,4,0.0597
3,29,5,0.1859
3,29,6,0.8833
3,29,7,0.8149
3,29,8,0.3635
3,29,9,0.0
3,29,10,0.8377
3,29,11,0.0022
4,0,0,0.7354
4,0,1,0.0256
4,0,2,0.891
4,0,3,0.9113
4,0,4,0.0029
4,0,5,0.008
4,0,6,0.0778
4,0,7,0.122
4,0,8,0.913
4,0,9,0.8542
4,0,10,0.3644
4,0,11,0.0018
4,1,0,0.0249
4,1,1,0.1252
4,1,2,0.0075
4,1,3,0.0203
4,1,4,0.0184
4,1,5,0.4741
4,1,6,0.6753
4,1,7,0.3643
4,1,8,0.1168
4,1,9,0.0048
4,1,10,0.7455
4,1,11,0.3904
4,2,0,0.2568
4,2,1,0.6479
4,2,2,0.0156
4,2,3,0.0045
4,2,4,0.0193
4,2,5,0.5359
4,2,6,0.6913
4,2,7,0.0082
4,2,8,0.015
4,2,9,0.4674
4,2,10,0.2677
4,2,11,0.0062
4,3,0,0.0041
4,3,1,0.7488
4,3,2,0.448
4,3,3,0.5752
4,3,4,0.2155
4,3,5,0.2229
4,3,6,0.265
4,3,7,0.0084
4,3,8,0.0531
4,3,9,0.1205
4,3,10,0.5714
4,3,11,0.3365
4,4,0,0.0305
4,4,1,0.1058
4,4,2,0.3521
4,4,3,0.005
4,4,4,0.5942
4,4,5,0.0059
4,4,6,0.7625
4,4,7,0.346
4,4,8,0.599
4,4,9,0.6947
4,4,10,0.1677
4,4,11,0.2208
4,5,0,0.03
4,5,1,0.0121
4,5,2,0.1585
4,5,3,0.7525
4,5,4,0.3848
4,5,5,0.5566
4,5,6,0.0564
4,5,7,0.0042
4,5,8,0.6111
4,5,9,0.0135
4,5,10,0.0572
4,5,11,0.1257
4,6,0,0.3865
4,6,1,0.4962
4,6,2,0.0136
4,6,3,0.1607
4,6,4,0.135
4,6,5,0.298
4,6,6,0.6831
4,6,7,0.3801
4,6,8,0.2356
4,6,9,0.4197
4,6,10,0.2432
4,6,11,0.0055
4,7,0,0.1942
4,7,1,0.1819
4,7,2,0.1982
4,7,3,0.0127
4,7,4,0.4214
4,7,5,0.134
4,7,6,0.2551
4,7,7,0.1803
4,7,8,0.043
4,7,9,0.164
4,7,10,0.4441
4,7,11,0.1659
4,8,0,0.045
4,8,1,0.1719
4,8,2,0.5558
4,8,3,0.0283
4,8,4,0.0143
4,8,5,0.2368
4,8,6,0.5008
4,8,7,0.5641
4,8,8,0.3208
4,8,9,0.5372
4,8,10,0.0121
4,8,11,0.1733
4,9,0,0.0708
4,9,1,0.1711
4,9,2,0.0844
4,9,3,0.0548
4,9,4,0.2593
4,9,5,0.6029
4,9,6,0.0597
4,9,7,0.4342
4,9,8,0.1628
4,9,9,0.0939
4,9,10,0.0619
4,9,11,0.3698
4,10,0,0.0889
4,10,1,0.1785
4,10,2,0.1576
4,10,3,0.1114
4,10,4,0.198
4,10,5,0.0642
4,10,6,0.4071
4,10,7,0.4679
4,10,8,0.5324
4,10,9,0.1235
4,10,10,0.1
4,10,11,0.0477
4,11,0,0.2369
4,11,1,0.0354
4,11,2,0.0979
4,11,3,0.1242
4,11,4,0.0308
4,11,5,0.2596
4,11,6,0.0493
4,11,7,0.2171
4,11,8,0.5013
4,11,9,0.0244
4,11,10,0.346
4,11,11,0.2263
4,12,0,0.0229
4,12,1,0.0974
4,12,2,0.0158
4,12,3,0.5226
4,12,4,0.3578
4,12,5,0.5552
4,12,6,0.0674
4,12,7,0.1821
4,12,8,0.0179
4,12,9,0.1675
4,12,10,0.2228
4,12,11,0.1672
4,13,0,0.0286
4,13,1,0.0502
4,13,2,0.0856
4,13,3,0.3325
4,13,4,0.1847
4,13,5,0.0469
4,13,6,0.1557
4,13,7,0.0591
4,13,8,0.1921
4,13,9,0.0301
4,13,10,0.146
4,13,11,0.035
4,14,0,0.0358
4,14,1,0.0556
4,14,2,0.2217
4,14,3,0.093
4,14,4,0.0223
4,14,5,0.2632
4,14,6,0.4866
4,14,7,0.3117
4,14,8,0.1923
4,14,9,0.3366
4,14,10,0.2974
4,14,11,0.1032
4,15,0,0.2141
4,15,1,0.0332
4,15,2,0.0512
4,15,3,0.1904
4,15,4,0.0408
4,15,5,0.1339
4,15,6,0.3871
4,15,7,0.0616
4,15,8,0.3877
4,15,9,0.1718
4,15,10,0.356
4,15,11,0.2328
4,16,0,0.0323
4,16,1,0.2154
4,16,2,0.1219
