Step,Layer,Head,Sparsity
1,36,19,0.5523
1,36,20,0.4538
1,36,21,0.5006
1,36,22,0.1175
1,36,23,0.3318
1,37,0,0.1224
1,37,1,0.2596
1,37,2,0.0495
1,37,3,0.0211
1,37,4,0.0186
1,37,5,0.1608
1,37,6,0.3298
1,37,7,0.0244
1,37,8,0.1925
1,37,9,0.0059
1,37,10,0.2654
1,37,11,0.1499
1,37,12,0.0011
1,37,13,0.1317
1,37,14,0.0273
1,37,15,0.1304
1,37,16,0.0366
1,37,17,0.1483
1,37,18,0.0544
1,37,19,0.1004
1,37,20,0.1489
1,37,21,0.0241
1,37,22,0.0112
1,37,23,0.1572
1,38,0,0.322
1,38,1,0.3046
1,38,2,0.003
1,38,3,0.3553
1,38,4,0.0002
1,38,5,0.0964
1,38,6,0.0176
1,38,7,0.0009
1,38,8,0.0067
1,38,9,0.0422
1,38,10,0.3888
1,38,11,0.0299
1,38,12,0.003
1,38,13,0.2287
1,38,14,0.0953
1,38,15,0.0025
1,38,16,0.0161
1,38,17,0.3956
1,38,18,0.0002
1,38,19,0.009
1,38,20,0.0836
1,38,21,0.0612
1,38,22,0.1505
1,38,23,0.0411
1,39,0,0.1945
1,39,1,0.2715
1,39,2,0.0868
1,39,3,0.3664
1,39,4,0.2275
1,39,5,0.2125
1,39,6,0.3604
1,39,7,0.0512
1,39,8,0.0727
1,39,9,0.0983
1,39,10,0.43
1,39,11,0.2001
1,39,12,0.0352
1,39,13,0.0279
1,39,14,0.3586
1,39,15,0.192
1,39,16,0.2841
1,39,17,0.1332
1,39,18,0.089
1,39,19,0.098
1,39,20,0.2399
1,39,21,0.2452
1,39,22,0.1864
1,39,23,0.1284
1,40,0,0.2028
1,40,1,0.3132
1,40,2,0.1458
1,40,3,0.1517
1,40,4,0.0073
1,40,5,0.0206
1,40,6,0.0333
1,40,7,0.1145
1,40,8,0.3993
1,40,9,0.3414
1,40,10,0.007
1,40,11,0.3938
1,40,12,0.2999
1,40,13,0.0029
1,40,14,0.0228
1,40,15,0.2343
1,40,16,0.0031
1,40,17,0.1231
1,40,18,0.0036
1,40,19,0.0304
1,40,20,0.1314
1,40,21,0.3338
1,40,22,0.1811
1,40,23,0.5238
1,41,0,0.5527
1,41,1,0.5829
1,41,2,0.0581
1,41,3,0.335
1,41,4,0.303
1,41,5,0.1863
1,41,6,0.0035
1,41,7,0.0364
1,41,8,0.2153
1,41,9,0.2719
1,41,10,0.0903
1,41,11,0.0599
1,41,12,0.0589
1,41,13,0.2325
1,41,14,0.0149
1,41,15,0.0349
1,41,16,0.1106
1,41,17,0.0022
1,41,18,0.1259
1,41,19,0.0482
1,41,20,0.4471
1,41,21,0.0254
1,41,22,0.004
1,41,23,0.3383
1,42,0,0.0105
1,42,1,0.5671
1,42,2,0.321
1,42,3,0.3852
1,42,4,0.4449
1,42,5,0.0379
1,42,6,0.0112
1,42,7,0.4102
1,42,8,0.022
1,42,9,0.6063
1,42,10,0.2786
1,42,11,0.3046
1,42,12,0.5791
1,42,13,0.4733
1,42,14,0.5011
1,42,15,0.5687
1,42,16,0.2508
1,42,17,0.5571
1,42,18,0.5448
1,42,19,0.5435
1,42,20,0.4896
1,42,21,0.0334
1,42,22,0.3376
1,42,23,0.2238
1,43,0,0.0479
1,43,1,0.2452
1,43,2,0.4531
1,43,3,0.252
1,43,4,0.1691
1,43,5,0.0005
1,43,6,0.0397
1,43,7,0.0019
1,43,8,0.0274
1,43,9,0.0494
1,43,10,0.0079
1,43,11,0.0438
1,43,12,0.1524
1,43,13,0.003
1,43,14,0.136
1,43,15,0.4635
1,43,16,0.2944
1,43,17,0.1173
1,43,18,0.0022
1,43,19,0.5198
1,43,20,0.2112
1,43,21,0.1822
1,43,22,0.0596
1,43,23,0.0025
1,44,0,0.3084
1,44,1,0.5177
1,44,2,0.274
1,44,3,0.5764
1,44,4,0.2673
1,44,5,0.4136
1,44,6,0.3787
1,44,7,0.2821
1,44,8,0.4481
1,44,9,0.017
1,44,10,0.4111
1,44,11,0.6534
1,44,12,0.523
1,44,13,0.4643
1,44,14,0.4873
1,44,15,0.441
1,44,16,0.2777
1,44,17,0.3785
1,44,18,0.3722
1,44,19,0.0149
1,44,20,0.0418
1,44,21,0.189
1,44,22,0.4748
1,44,23,0.2724
1,45,0,0.0192
1,45,1,0.1969
1,45,2,0.0026
1,45,3,0.1676
1,45,4,0.1484
1,45,5,0.211
1,45,6,0.7651
1,45,7,0.0013
1,45,8,0.002
1,45,9,0.2878
1,45,10,0.0018
1,45,11,0.0019
1,45,12,0.0017
1,45,13,0.0026
1,45,14,0.0026
1,45,15,0.2214
1,45,16,0.0015
1,45,17,0.001
1,45,18,0.0133
1,45,19,0.0019
1,45,20,0.0043
1,45,21,0.0002
1,45,22,0.4279
1,45,23,0.2532
1,46,0,0.0001
1,46,1,0.0022
1,46,2,0.0868
1,46,3,0.1694
1,46,4,0.0036
1,46,5,0.0003
1,46,6,0.0015
1,46,7,0.0013
1,46,8,0.0115
1,46,9,0.2024
1,46,10,0.0002
1,46,11,0.3906
1,46,12,0.0027
1,46,13,0.2466
1,46,14,0.2337
1,46,15,0.0003
1,46,16,0.002
1,46,17,0.0002
1,46,18,0.5642
1,46,19,0.3142
1,46,20,0.0002
1,46,21,0.2017
1,46,22,0.185
1,46,23,0.5313
1,47,0,0.8381
1,47,1,0.0184
1,47,2,0.8502
1,47,3,0.8604
1,47,4,0.8816
1,47,5,0.0016
1,47,6,0.5923
1,47,7,0.5156
1,47,8,0.2932
1,47,9,0.1915
1,47,10,0.8408
1,47,11,0.0947
1,47,12,0.0072
1,47,13,0.8238
1,47,14,0.858
1,47,15,0.1746
1,47,16,0.0013
1,47,17,0.0013
1,47,18,0.0925
1,47,19,0.6199
1,47,20,0.0017
1,47,21,0.8866
1,47,22,0.5877
1,47,23,0.9024
1,48,0,0.6772
1,48,1,0.2477
1,48,2,0.0175
1,48,3,0.0005
1,48,4,0.235
1,48,5,0.0003
1,48,6,0.7269
1,48,7,0.2651
1,48,8,0.0016
1,48,9,0.0277
1,48,10,0.6506
1,48,11,0.5283
1,48,12,0.4836
1,48,13,0.227
1,48,14,0.1551
1,48,15,0.2172
1,48,16,0.2354
1,48,17,0.5504
1,48,18,0.1475
1,48,19,0.0016
1,48,20,0.5904
1,48,21,0.0372
